x,y,z,phi_m,Ax,Ay,Az,Bx,By,Bz
0.78585026, 0, 0.40180092, 0.00026145594, 0.013484267, -2.8327919e-05, 0.017896384, -0.0011098922, 0.36005315, 0.008525781
0.78541352, 0, 0.40369267, 0.00024446235, 0.013699869, -2.8537819e-05, 0.017732389, -0.0011804289, 0.35337625, 0.0089050129
0.78497677, 0, 0.40558441, 0.00022675893, 0.013908391, -2.8724884e-05, 0.017567368, -0.0012477193, 0.34639941, 0.0092436719
0.78454003, 0, 0.40747615, 0.0002084276, 0.014109277, -2.888804e-05, 0.017401332, -0.0013115245, 0.33915936, 0.0095380855
0.78410329, 0, 0.4093679, 0.00018955602, 0.01430204, -2.9026358e-05, 0.017234294, -0.0013717065, 0.33169557, 0.00978595
0.78366654, 0, 0.41125964, 0.00017023496, 0.014486265, -2.9139063e-05, 0.017066278, -0.0014281913, 0.32404899, 0.009986272
0.7832298, 0, 0.41315138, 0.000150556, 0.014661611, -2.9225543e-05, 0.016897312, -0.0014809343, 0.31626094, 0.010139242
0.78279305, 0, 0.41504313, 0.00013060936, 0.014827812, -2.928535e-05, 0.016727432, -0.0015298924, 0.30837209, 0.010246065
0.78235631, 0, 0.41693487, 0.0001104822, 0.014984677, -2.9318202e-05, 0.016556678, -0.0015750061, 0.30042157, 0.010308771
0.78191957, 0, 0.41882662, 9.0257233e-05, 0.015132086, -2.9323987e-05, 0.016385099, -0.0016161929, 0.29244636, 0.010330021
0.78148282, 0, 0.42071836, 7.001174e-05, 0.015269983, -2.9302751e-05, 0.016212748, -0.0016533492, 0.28448078, 0.010312931
0.78104608, 0, 0.4226101, 4.9816846e-05, 0.015398376, -2.9254699e-05, 0.016039682, -0.0016863597, 0.27655613, 0.010260905
0.78060934, 0, 0.42450185, 2.973713e-05, 0.015517328, -2.9180186e-05, 0.015865967, -0.0017151096, 0.26870052, 0.0101775
0.78017259, 0, 0.42639359, 9.8304309e-06, 0.01562695, -2.9079705e-05, 0.015691669, -0.0017394993, 0.26093876, 0.010066313
0.77973585, 0, 0.42828533, -9.8521419e-06, 0.015727398, -2.8953879e-05, 0.015516864, -0.0017594574, 0.25329239, 0.0099308895
0.77929911, 0, 0.43017708, -2.9266057e-05, 0.015818863, -2.8803449e-05, 0.015341628, -0.0017749511, 0.24577973, 0.0097746553
0.77886236, 0, 0.43206882, -4.8373107e-05, 0.015901568, -2.8629262e-05, 0.015166043, -0.0017859933, 0.23841607, 0.0096008655
0.77842562, 0, 0.43396056, -6.7141068e-05, 0.015975761, -2.8432255e-05, 0.014990194, -0.0017926455, 0.23121377, 0.0094125668
0.77798888, 0, 0.43585231, -8.5543294e-05, 0.016041707, -2.8213444e-05, 0.014814168, -0.0017950176, 0.22418255, 0.0092125733
0.77755213, 0, 0.43774405, -0.00010355829, 0.016099689, -2.7973914e-05, 0.014638054, -0.0017932646, 0.21732969, 0.009003452
0.77711539, 0, 0.4396358, -0.00012116927, 0.016149999, -2.7714798e-05, 0.014461943, -0.0017875812, 0.21066024, 0.0087875174
0.77667865, 0, 0.44152754, -0.00013836366, 0.016192933, -2.7437274e-05, 0.014285928, -0.0017781951, 0.20417733, 0.0085668343
0.7762419, 0, 0.44341928, -0.00015513267, 0.016228793, -2.7142546e-05, 0.014110099, -0.0017653602, 0.19788235, 0.0083432259
0.77580516, 0, 0.44531103, -0.00017147087, 0.016257878, -2.6831837e-05, 0.013934548, -0.0017493484, 0.19177521, 0.0081182865
0.77536842, 0, 0.44720277, -0.00018737575, 0.016280485, -2.6506379e-05, 0.013759365, -0.0017304423, 0.18585457, 0.0078933965
0.77493167, 0, 0.44909451, -0.00020284735, 0.016296906, -2.6167401e-05, 0.013584638, -0.0017089276, 0.180118, 0.0076697376
0.77449493, 0, 0.45098626, -0.0002178879, 0.016307427, -2.5816123e-05, 0.013410455, -0.0016850866, 0.1745622, 0.0074483081
0.77405819, 0, 0.452878, -0.00023250146, 0.016312324, -2.5453749e-05, 0.013236898, -0.0016591921, 0.16918317, 0.0072299382
0.77362144, 0, 0.45476974, -0.00024669366, 0.016311867, -2.5081461e-05, 0.013064049, -0.0016315033, 0.16397631, 0.0070153045
0.7731847, 0, 0.45666149, -0.00026047135, 0.016306313, -2.470041e-05, 0.012891986, -0.0016022621, 0.15893665, 0.0068049444
0.77274796, 0, 0.45855323, -0.0002738424, 0.01629591, -2.4311719e-05, 0.012720783, -0.001571692, 0.15405886, 0.0065992712
0.77231121, 0, 0.46044498, -0.00028681544, 0.016280895, -2.391647e-05, 0.012550511, -0.0015399964, 0.14933744, 0.0063985881
0.77187447, 0, 0.46233672, -0.00029939968, 0.016261494, -2.3515711e-05, 0.012381236, -0.0015073595, 0.14476676, 0.0062031021
0.77143773, 0, 0.46422846, -0.0003116047, 0.016237924, -2.3110445e-05, 0.012213023, -0.0014739458, 0.14034116, 0.0060129371
0.77100098, 0, 0.46612021, -0.00032344032, 0.016210388, -2.2701634e-05, 0.012045929, -0.0014399016, 0.13605499, 0.0058281459
0.77056424, 0, 0.46801195, -0.00033491647, 0.01617908, -2.2290197e-05, 0.01188001, -0.0014053559, 0.13190269, 0.0056487213
0.7701275, 0, 0.46990369, -0.00034604304, 0.016144185, -2.1877005e-05, 0.011715318, -0.0013704212, 0.1278788, 0.0054746051
0.76969075, 0, 0.47179544, -0.00035682985, 0.016105876, -2.1462888e-05, 0.0115519, -0.001335195, 0.12397801, 0.005305698
0.76925401, 0, 0.47368718, -0.00036728653, 0.016064319, -2.1048629e-05, 0.0113898, -0.001299761, 0.12019518, 0.0051418666
0.76881727, 0, 0.47557892, -0.00037742244, 0.016019668, -2.0634967e-05, 0.011229059, -0.0012641902, 0.11652538, 0.0049829506
0.76838052, 0, 0.47747067, -0.00038724669, 0.015972072, -2.0222597e-05, 0.011069713, -0.001228542, 0.11296386, 0.0048287696
0.76794378, 0, 0.47936241, -0.00039676801, 0.015921669, -1.981217e-05, 0.010911796, -0.0011928662, 0.10950613, 0.004679128
0.76750703, 0, 0.48125416, -0.00040599479, 0.015868591, -1.9404294e-05, 0.010755338, -0.0011572032, 0.10614787, 0.00453382
0.76707029, 0, 0.4831459, -0.00041493506, 0.015812962, -1.8999536e-05, 0.010600366, -0.0011215863, 0.10288503, 0.0043926342
0.76663355, 0, 0.48503764, -0.00042359644, 0.0157549, -1.8598424e-05, 0.010446904, -0.0010860419, 0.099713761, 0.0042553562
0.7661968, 0, 0.48692939, -0.00043198614, 0.015694516, -1.8201443e-05, 0.010294973, -0.0010505912, 0.096630434, 0.0041217723
0.76576006, 0, 0.48882113, -0.000440111, 0.015631917, -1.7809042e-05, 0.010144594, -0.001015251, 0.093631646, 0.0039916714
0.76532332, 0, 0.49071287, -0.00044797747, 0.015567203, -1.7421634e-05, 0.0099957808, -0.00098003445, 0.090714203, 0.0038648474
0.76488657, 0, 0.49260462, -0.00045559161, 0.015500469, -1.7039593e-05, 0.0098485488, -0.00094495227, 0.087875114, 0.0037411011
0.76444983, 0, 0.49449636, -0.00046295912, 0.015431807, -1.6663261e-05, 0.0097029096, -0.00091001326, 0.085111589, 0.0036202413
0.76401309, 0, 0.4963881, -0.00047008536, 0.015361304, -1.6292948e-05, 0.0095588729, -0.00087522513, 0.082421025, 0.0035020868
0.76357634, 0, 0.49827985, -0.00047697534, 0.015289042, -1.592893e-05, 0.0094164468, -0.0008405952, 0.079801006, 0.0033864676
0.7631396, 0, 0.50017159, -0.00048363379, 0.015215101, -1.5571453e-05, 0.0092756376, -0.00080613105, 0.077249285, 0.0032732263
0.76270286, 0, 0.50206334, -0.00049006513, 0.015139559, -1.5220737e-05, 0.0091364499, -0.00077184119, 0.074763784, 0.003162219
0.76226611, 0, 0.50395508, -0.00049627355, 0.015062488, -1.4876971e-05, 0.0089988868, -0.00073773556, 0.072342578, 0.0030533166
0.76182937, 0, 0.50584682, -0.000502263, 0.01498396, -1.4540319e-05, 0.0088629502, -0.00070382616, 0.06998389, 0.0029464054
0.76139263, 0, 0.50773857, -0.00050803724, 0.014904043, -1.4210923e-05, 0.0087286407, -0.00067012737, 0.067686078, 0.0028413877
0.76095588, 0, 0.50963031, -0.00051359988, 0.014822804, -1.3888898e-05, 0.0085959577, -0.00063665635, 0.065447627, 0.0027381817
0.76051914, 0, 0.51152205, -0.00051895437, 0.014740307, -1.3574338e-05, 0.0084648995, -0.00060343322, 0.063267137, 0.0026367216
0.7600824, 0, 0.5134138, -0.00052410408, 0.014656616, -1.3267317e-05, 0.0083354638, -0.00057048105, 0.061143314, 0.0025369569
0.75964565, 0, 0.51530554, -0.00052905231, 0.014571792, -1.2967888e-05, 0.0082076471, -0.00053782587, 0.059074962, 0.0024388523
0.75920891, 0, 0.51719728, -0.00053380231, 0.014485896, -1.2676088e-05, 0.0080814453, -0.00050549638, 0.057060967, 0.0023423861
0.75877217, 0, 0.51908903, -0.00053835732, 0.014398985, -1.2391933e-05, 0.0079568535, -0.00047352368, 0.055100298, 0.00224755
0.75833542, 0, 0.52098077, -0.00054272059, 0.014311117, -1.2115427e-05, 0.0078338662, -0.00044194092, 0.053191988, 0.0021543475
0.75789868, 0, 0.52287252, -0.0005468954, 0.01422235, -1.1846555e-05, 0.0077124774, -0.00041078279, 0.051335132, 0.0020627929
0.75746194, 0, 0.52476426, -0.00055088507, 0.014132739, -1.1585291e-05, 0.0075926805, -0.0003800852, 0.049528879, 0.00197291
0.75702519, 0, 0.526656, -0.00055469302, 0.014042339, -1.1331594e-05, 0.0074744685, -0.00034988477, 0.04777242, 0.0018847312
0.75658845, 0, 0.52854775, -0.00055832273, 0.013951204, -1.1085411e-05, 0.0073578339, -0.00032021842, 0.046064985, 0.0017982956
0.75615171, 0, 0.53043949, -0.00056177777, 0.013859387, -1.0846678e-05, 0.0072427689, -0.000291123, 0.044405835, 0.0017136481
0.75571496, 0, 0.53233123, -0.00056506183, 0.01376694, -1.0615322e-05, 0.0071292653, -0.0002626349, 0.042794253, 0.0016308376
0.75527822, 0, 0.53422298, -0.00056817871, 0.013673917, -1.0391258e-05, 0.0070173145, -0.00023478965, 0.041229541, 0.0015499158
0.75484148, 0, 0.53611472, -0.00057113233, 0.013580367, -1.0174393e-05, 0.0069069077, -0.00020762156, 0.039711011, 0.0014709359
0.75440473, 0, 0.53800646, -0.0005739267, 0.013486342, -9.9646266e-06, 0.0067980359, -0.00018116335, 0.038237982, 0.0013939511
0.75396799, 0, 0.53989821, -0.00057656597, 0.013391891, -9.7618501e-06, 0.0066906897, -0.00015544582, 0.036809773, 0.0013190139
0.75353125, 0, 0.54178995, -0.00057905438, 0.013297064, -9.5659486e-06, 0.0065848596, -0.0001304975, 0.035425698, 0.0012461741
0.7530945, 0, 0.54368169, -0.00058139631, 0.013201908, -9.3768009e-06, 0.0064805357, -0.00010634437, 0.034085065, 0.001175479
0.75265776, 0, 0.54557344, -0.00058359618, 0.013106471, -9.1942806e-06, 0.0063777081, -8.3009543e-05, 0.03278717, 0.0011069715
0.75222101, 0, 0.54746518, -0.00058565855, 0.013010801, -9.0182563e-06, 0.0062763664, -6.0513065e-05, 0.031531296, 0.0010406895
0.75178427, 0, 0.54935693, -0.00058758802, 0.012914942, -8.8485921e-06, 0.0061765002, -3.8871702e-05, 0.030316709, 0.00097666536
0.75134753, 0, 0.55124867, -0.00058938927, 0.012818941, -8.6851486e-06, 0.0060780989, -1.8098759e-05, 0.029142659, 0.00091492455
0.75091078, 0, 0.55314041, -0.00059106702, 0.012722841, -8.5277831e-06, 0.0059811516, 1.7960488e-06, 0.028008378, 0.00085548514
0.75047404, 0, 0.55503216, -0.00059262601, 0.012626685, -8.3763499e-06, 0.0058856471, 2.0806703e-05, 0.026913079, 0.00079835707
0.7500373, 0, 0.5569239, -0.000594071, 0.012530515, -8.2307013e-06, 0.0057915742, 3.8930936e-05, 0.025855956, 0.00074354166
0.74960055, 0, 0.55881564, -0.00059540677, 0.012434373, -8.0906874e-06, 0.0056989213, 5.6170215e-05, 0.024836186, 0.00069103145
0.74916381, 0, 0.56070739, -0.00059663802, 0.012338299, -7.956157e-06, 0.0056076768, 7.2529662e-05, 0.023852929, 0.00064081033
0.74872707, 0, 0.56259913, -0.00059776946, 0.01224233, -7.8269579e-06, 0.0055178286, 8.8017876e-05, 0.02290533, 0.00059285407
0.74829032, 0, 0.56449087, -0.00059880573, 0.012146506, -7.7029369e-06, 0.0054293648, 0.00010264668, 0.021992521, 0.000547131
0.74785358, 0, 0.56638262, -0.00059975137, 0.012050862, -7.5839408e-06, 0.0053422728, 0.00011643081, 0.021113621, 0.00050360303
0.74741684, 0, 0.56827436, -0.00060061088, 0.011955434, -7.4698163e-06, 0.0052565402, 0.00012938753, 0.020267741, 0.00046222658
0.74698009, 0, 0.57016611, -0.00060138863, 0.011860255, -7.3604102e-06, 0.0051721542, 0.00014153625, 0.019453982, 0.00042295355
0.74654335, 0, 0.57205785, -0.0006020889, 0.011765358, -7.2555703e-06, 0.0050891018, 0.00015289818, 0.018671441, 0.00038573215
0.74610661, 0, 0.57394959, -0.00060271586, 0.011670775, -7.1551449e-06, 0.0050073699, 0.00016349598, 0.017919212, 0.00035050756
0.74566986, 0, 0.57584134, -0.00060327356, 0.011576535, -7.0589836e-06, 0.0049269452, 0.00017335349, 0.017196387, 0.00031722246
0.74523312, 0, 0.57773308, -0.00060376593, 0.011482668, -6.9669376e-06, 0.004847814, 0.00018249553, 0.01650206, 0.00028581745
0.74479638, 0, 0.57962482, -0.00060419678, 0.0113892, -6.8788594e-06, 0.0047699628, 0.00019094767, 0.015835326, 0.00025623135
0.74435963, 0, 0.58151657, -0.00060456979, 0.011296159, -6.7946036e-06, 0.0046933776, 0.00019873611, 0.01519529, 0.00022840152
0.74392289, 0, 0.58340831, -0.00060488851, 0.011203567, -6.7140267e-06, 0.0046180445, 0.00020588755, 0.01458106, 0.00020226412
0.74348615, 0, 0.58530005, -0.00060515633, 0.01111145, -6.6369874e-06, 0.0045439491, 0.00021242903, 0.013991757, 0.00017775437
0.7430494, 0, 0.5871918, -0.00060537655, 0.01101983, -6.563347e-06, 0.0044710773, 0.0002183878, 0.013426511, 0.00015480687
0.74261266, 0, 0.58908354, -0.00060555231, 0.010928726, -6.492969e-06, 0.0043994144, 0.00022379116, 0.012884466, 0.00013335591
0.74217592, 0, 0.59097529, -0.0006056866, 0.01083816, -6.4257199e-06, 0.0043289461, 0.00022866631, 0.01236478, 0.00011333576
0.74173917, 0, 0.59286703, -0.00060578231, 0.01074815, -6.3614687e-06, 0.0042596576, 0.00023304021, 0.011866626, 9.4681007e-05
0.74130243, 0, 0.59475877, -0.00060584216, 0.010658712, -6.3000874e-06, 0.0041915341, 0.00023693941, 0.011389195, 7.7326897e-05
0.74086569, 0, 0.59665052, -0.00060586876, 0.010569863, -6.2414512e-06, 0.0041245608, 0.00024038995, 0.010931696, 6.120962e-05
0.74042894, 0, 0.59854226, -0.00060586457, 0.010481618, -6.1854381e-06, 0.0040587227, 0.00024341724, 0.010493358, 4.626662e-05
0.7399922, 0, 0.600434, -0.00060583194, 0.010393992, -6.1319293e-06, 0.0039940049, 0.00024604595, 0.010073429, 3.2436863e-05
0.73955546, 0, 0.60232575, -0.0006057731, 0.010306996, -6.0808095e-06, 0.0039303923, 0.0002483, 0.0096711779, 1.9661075e-05
0.73911871, 0, 0.60421749, -0.00060569012, 0.010220643, -6.0319663e-06, 0.0038678699, 0.00025020249, 0.0092858958, 7.8819378e-06
0.73868197, 0, 0.60610923, -0.00060558501, 0.010134943, -5.9852908e-06, 0.0038064227, 0.00025177565, 0.0089168946, -2.9557634e-06
0.73824522, 0, 0.60800098, -0.00060545962, 0.010049906, -5.9406776e-06, 0.0037460354, 0.00025304086, 0.0085635083, -1.2905042e-05
0.73780848, 0, 0.60989272, -0.00060531573, 0.0099655421, -5.8980245e-06, 0.0036866931, 0.00025401864, 0.0082250928, -2.2016657e-05
0.73737174, 0, 0.61178447, -0.00060515498, 0.0098818581, -5.8572328e-06, 0.0036283807, 0.00025472862, 0.0079010257, -3.0339117e-05
0.73693499, 0, 0.61367621, -0.00060497894, 0.0097988615, -5.8182072e-06, 0.0035710831, 0.0002551896, 0.0075907062, -3.7918714e-05
0.73649825, 0, 0.61556795, -0.00060478908, 0.0097165587, -5.780856e-06, 0.0035147854, 0.00025541949, 0.0072935551, -4.4799592e-05
0.73606151, 0, 0.6174597, -0.00060458678, 0.0096349553, -5.7450909e-06, 0.0034594726, 0.00025543537, 0.0070090143, -5.1023838e-05
0.73562476, 0, 0.61935144, -0.00060437333, 0.0095540562, -5.710827e-06, 0.0034051299, 0.00025525349, 0.0067365466, -5.6631587e-05
0.73518802, 0, 0.62124318, -0.00060414995, 0.0094738655, -5.6779831e-06, 0.0033517424, 0.00025488926, 0.006475635, -6.1661123e-05
0.73475128, 0, 0.62313493, -0.00060391776, 0.0093943866, -5.6464813e-06, 0.0032992953, 0.0002543573, 0.0062257828, -6.6148976e-05
0.73431453, 0, 0.62502667, -0.00060367784, 0.0093156223, -5.6162471e-06, 0.0032477742, 0.00025367141, 0.0059865123, -7.0130009e-05
0.73387779, 0, 0.62691841, -0.00060343117, 0.009237575, -5.5872098e-06, 0.0031971643, 0.00025284464, 0.0057573649, -7.3637479e-05
0.73344105, 0, 0.62881016, -0.00060317867, 0.0091602462, -5.5593019e-06, 0.0031474513, 0.00025188925, 0.0055379003, -7.6703087e-05
